GeneID	Name	WT	dCRISPR
gene-LSE_RS11465	LSE_RS11465	9539	4127
gene-LSE_RS11470	LSE_RS11470	13447	6012
gene-LSE_RS11475	LSE_RS11475	13771	6219
gene-LSE_RS11480	LSE_RS11480	13529	6356
gene-LSE_RS11485	LSE_RS11485	12372	5967
gene-LSE_RS11490	LSE_RS11490	8461	4267
gene-LSE_RS11495	LSE_RS11495	7505	3637
gene-LSE_RS11500	LSE_RS11500	6297	2902
gene-LSE_RS11505	LSE_RS11505	4997	2368
gene-LSE_RS11510	LSE_RS11510	1027	426
gene-LSE_RS11515	LSE_RS11515	2180	859
gene-LSE_RS11520	LSE_RS11520	1885	750
gene-LSE_RS11525	rrf	9	7
gene-LSE_RS11530	LSE_RS11530	7	0
gene-LSE_RS11535	LSE_RS11535	158	19
gene-LSE_RS11540	LSE_RS11540	0	0
gene-LSE_RS11545	LSE_RS11545	0	0
gene-LSE_RS11550	LSE_RS11550	4057	1222
gene-LSE_RS11555	LSE_RS11555	27044	20301
gene-LSE_RS11560	LSE_RS11560	3010	1870
gene-LSE_RS11565	yugI	2624	1794
gene-LSE_RS11570	LSE_RS11570	4168	2927
gene-LSE_RS11575	LSE_RS11575	13021	15952
gene-LSE_RS11580	LSE_RS11580	5205	8231
gene-LSE_RS11585	LSE_RS11585	3071	1779
gene-LSE_RS11590	LSE_RS11590	2828	1475
gene-LSE_RS11595	LSE_RS11595	13450	10640
gene-LSE_RS11600	LSE_RS11600	2905	1723
gene-LSE_RS11605	LSE_RS11605	7559	4997
gene-LSE_RS11610	LSE_RS11610	2120	1827
gene-LSE_RS11615	LSE_RS11615	1258	1173
gene-LSE_RS11620	LSE_RS11620	6543	7027
gene-LSE_RS11625	LSE_RS11625	2838	3052
gene-LSE_RS11630	LSE_RS11630	1577	1892
gene-LSE_RS11635	mnhG	3073	4191
gene-LSE_RS11640	menI	1344	659
gene-LSE_RS11645	LSE_RS11645	4445	2761
gene-LSE_RS11650	LSE_RS11650	279	225
gene-LSE_RS11655	LSE_RS11655	1975	741
gene-LSE_RS11660	LSE_RS11660	91	80
gene-LSE_RS11665	LSE_RS11665	1794	1681
gene-LSE_RS11670	LSE_RS11670	24346	22129
gene-LSE_RS11675	LSE_RS11675	9716	12209
gene-LSE_RS11680	LSE_RS11680	3092	1992
gene-LSE_RS11685	LSE_RS11685	1711	737
gene-LSE_RS11690	LSE_RS11690	2711	1271
gene-LSE_RS11700	LSE_RS11700	2986	1456
gene-LSE_RS11705	LSE_RS11705	3120	1444
gene-LSE_RS11710	LSE_RS11710	3266	2395
gene-LSE_RS11715	LSE_RS11715	1912	1267
gene-LSE_RS11720	LSE_RS11720	7431	4435
gene-LSE_RS11725	LSE_RS11725	2128	1277
gene-LSE_RS11730	LSE_RS11730	7140	4236
gene-LSE_RS11735	LSE_RS11735	2323	1621
gene-LSE_RS11740	LSE_RS11740	1018	1061
gene-LSE_RS11745	LSE_RS11745	5975	5388
gene-LSE_RS11750	sufB	41957	53623
gene-LSE_RS11755	LSE_RS11755	15683	18904
gene-LSE_RS11760	LSE_RS11760	36160	44397
gene-LSE_RS11765	sufD	35486	40434
gene-LSE_RS11770	sufC	35487	24638
gene-LSE_RS11775	LSE_RS11775	15028	8430
gene-LSE_RS11780	LSE_RS11780	16044	10575
gene-LSE_RS11785	LSE_RS11785	14806	7777
gene-LSE_RS11790	LSE_RS11790	24016	10964
gene-LSE_RS11795	LSE_RS11795	1040	830
gene-LSE_RS11800	LSE_RS11800	4574	3141
gene-LSE_RS11805	LSE_RS11805	3255	2186
gene-LSE_RS11810	LSE_RS11810	2211	1174
gene-LSE_RS11815	LSE_RS11815	1799	940
gene-LSE_RS11820	gcvH	8687	5006
gene-LSE_RS11825	LSE_RS11825	5788	2961
gene-LSE_RS11830	rodA	13608	9020
gene-LSE_RS11835	rodA	9666	6738
gene-LSE_RS11840	LSE_RS11840	11457	6559
gene-LSE_RS11845	LSE_RS11845	9555	5109
gene-LSE_RS11850	LSE_RS11850	8745	3045
gene-LSE_RS11860	LSE_RS11860	14215	6487
gene-LSE_RS11865	LSE_RS11865	3458	2353
gene-LSE_RS11870	LSE_RS11870	1815	640
gene-LSE_RS11875	LSE_RS11875	1974	969
gene-LSE_RS11880	LSE_RS11880	2695	1455
gene-LSE_RS11885	LSE_RS11885	1923	1176
gene-LSE_RS11890	LSE_RS11890	1486	643
gene-LSE_RS11895	LSE_RS11895	1204	687
gene-LSE_RS11900	LSE_RS11900	1235	771
gene-LSE_RS11905	LSE_RS11905	456	303
gene-LSE_RS11910	LSE_RS11910	121	145
gene-LSE_RS11915	LSE_RS11915	404	524
gene-LSE_RS11920	LSE_RS11920	880	558
gene-LSE_RS11925	LSE_RS11925	224	107
gene-LSE_RS11930	smpB	16769	15521
gene-LSE_RS11935	rnr	71883	58208
gene-LSE_RS11940	LSE_RS11940	21174	12081
gene-LSE_RS11945	secG	41714	19924
gene-LSE_RS11950	LSE_RS11950	14515	7907
gene-LSE_RS11955	LSE_RS11955	3599	1889
gene-LSE_RS11965	eno	66771	127161
gene-LSE_RS11970	gpmI	82825	147922
gene-LSE_RS11985	gap	163815	199592
gene-LSE_RS11990	LSE_RS11990	151125	115318
gene-LSE_RS11995	LSE_RS11995	9893	6230
gene-LSE_RS12000	LSE_RS12000	5161	3679
gene-LSE_RS12005	LSE_RS12005	2121	1517
gene-LSE_RS12010	LSE_RS12010	2708	1060
gene-LSE_RS12015	LSE_RS12015	1903	754
gene-LSE_RS12020	LSE_RS12020	343	264
gene-LSE_RS12025	LSE_RS12025	103	35
gene-LSE_RS12030	clpP	8455	5275
gene-LSE_RS12035	LSE_RS12035	6432	7300
gene-LSE_RS12040	LSE_RS12040	86	36
gene-LSE_RS12045	LSE_RS12045	479	276
gene-LSE_RS12050	LSE_RS12050	47	15
gene-LSE_RS12055	namA	6870	4760
gene-LSE_RS12060	whiA	7310	4686
gene-LSE_RS12065	LSE_RS12065	6252	3689
gene-LSE_RS12070	rapZ	4501	2291
gene-LSE_RS12075	LSE_RS12075	8180	8355
gene-LSE_RS12080	LSE_RS12080	3967	2601
gene-LSE_RS12085	galE	3109	1682
gene-LSE_RS12090	trxB	13615	9808
gene-LSE_RS12095	LSE_RS12095	4568	3719
gene-LSE_RS12100	LSE_RS12100	1732	1443
gene-LSE_RS12105	ppaX	2740	2555
gene-LSE_RS12110	lgt	3334	2127
gene-LSE_RS12115	hprK	8391	5358
gene-LSE_RS12120	LSE_RS12120	9910	5182
gene-LSE_RS12125	LSE_RS12125	5058	2778
gene-LSE_RS12130	LSE_RS12130	7268	3350
gene-LSE_RS12135	LSE_RS12135	11325	5595
gene-LSE_RS12140	uvrA	40237	26053
gene-LSE_RS12145	uvrB	37415	15344
gene-LSE_RS12150	LSE_RS12150	986	650
gene-LSE_RS12155	LSE_RS12155	3994	2423
gene-LSE_RS12160	LSE_RS12160	2433	1208
gene-LSE_RS12165	LSE_RS12165	2011	1031
gene-LSE_RS12170	phoU	1073	697
gene-LSE_RS12175	pstB	1202	724
gene-LSE_RS12180	pstB	733	460
gene-LSE_RS12185	pstA	688	376
gene-LSE_RS12190	pstC	773	439
gene-LSE_RS12195	LSE_RS12195	1738	1004
gene-LSE_RS12200	LSE_RS12200	6971	6286
gene-LSE_RS12205	LSE_RS12205	2418	2560
gene-LSE_RS12210	LSE_RS12210	8152	6403
gene-LSE_RS12215	cls	7637	4167
gene-LSE_RS12220	LSE_RS12220	30029	18207
gene-LSE_RS12225	LSE_RS12225	78915	44868
gene-LSE_RS12230	ftsX	54975	30752
gene-LSE_RS12235	ftsE	59414	23335
gene-LSE_RS12240	LSE_RS12240	8488	9671
gene-LSE_RS12245	prfB	10599	11959
gene-LSE_RS12250	secA	29720	25656
gene-LSE_RS12255	raiA	12068	8889
gene-LSE_RS12260	LSE_RS12260	377	256
gene-LSE_RS12265	LSE_RS12265	695	432
gene-LSE_RS12270	LSE_RS12270	9387	4937
gene-LSE_RS12275	degU	8531	4284
gene-LSE_RS12280	LSE_RS12280	1844	1458
gene-LSE_RS12285	LSE_RS12285	1615	1290
gene-LSE_RS12290	LSE_RS12290	15369	8003
gene-LSE_RS12295	LSE_RS12295	3625	1596
gene-LSE_RS12300	menC	2342	1104
gene-LSE_RS12305	LSE_RS12305	1531	665
gene-LSE_RS12310	LSE_RS12310	10320	5619
gene-LSE_RS12315	ssb	1168	966
gene-LSE_RS12320	fabZ	4412	3740
gene-LSE_RS12325	mreB	8611	5498
gene-LSE_RS12330	murA	38388	21168
gene-LSE_RS12335	LSE_RS12335	1461	920
gene-LSE_RS12340	LSE_RS12340	12212	25101
gene-LSE_RS12345	atpD	46595	84900
gene-LSE_RS12350	LSE_RS12350	31983	50342
gene-LSE_RS12355	atpA	44053	63293
gene-LSE_RS12360	LSE_RS12360	14941	24880
gene-LSE_RS12365	atpF	13389	18975
gene-LSE_RS12370	atpE	7616	11435
gene-LSE_RS12375	atpB	19486	24378
gene-LSE_RS12380	LSE_RS12380	22693	23953
gene-LSE_RS12390	wecB	8361	7871
gene-LSE_RS12395	upp	9214	6676
gene-LSE_RS12400	LSE_RS12400	9414	6394
gene-LSE_RS12405	LSE_RS12405	1916	1103
gene-LSE_RS12410	LSE_RS12410	5026	2903
gene-LSE_RS12415	prmC	6082	5855
gene-LSE_RS12420	prfA	8676	7075
gene-LSE_RS12425	LSE_RS12425	3872	2583
gene-LSE_RS12430	thrB	2838	3490
gene-LSE_RS12435	thrC	3487	3156
gene-LSE_RS12440	LSE_RS12440	5145	3750
gene-LSE_RS12445	LSE_RS12445	226	182
gene-LSE_RS12450	LSE_RS12450	680	505
gene-LSE_RS12455	LSE_RS12455	300	172
gene-LSE_RS12460	LSE_RS12460	219	164
gene-LSE_RS12465	LSE_RS12465	848	452
gene-LSE_RS12470	LSE_RS12470	40636	30362
gene-LSE_RS12475	gtcA	3771	3111
gene-LSE_RS12480	LSE_RS12480	8037	5851
gene-LSE_RS12485	rho	6834	3748
gene-LSE_RS12490	LSE_RS12490	17320	10445
gene-LSE_RS12495	LSE_RS12495	11633	7014
gene-LSE_RS12500	LSE_RS12500	10266	5673
gene-LSE_RS12505	LSE_RS12505	19633	10509
gene-LSE_RS12510	fba	95144	100949
gene-LSE_RS12515	LSE_RS12515	2842	1813
gene-LSE_RS12520	LSE_RS12520	7431	7034
gene-LSE_RS12525	LSE_RS12525	36983	35236
gene-LSE_RS12530	rpoE	17510	18280
gene-LSE_RS12535	argS	19790	15640
gene-LSE_RS12540	LSE_RS12540	7881	4474
gene-LSE_RS12545	LSE_RS12545	2155	1502
gene-LSE_RS12550	LSE_RS12550	202	101
gene-LSE_RS12555	LSE_RS12555	6287	4478
gene-LSE_RS12560	LSE_RS12560	4120	2640
gene-LSE_RS12565	LSE_RS12565	1679	620
gene-LSE_RS12570	LSE_RS12570	1896	1012
gene-LSE_RS12575	LSE_RS12575	11881	19237
gene-LSE_RS12580	LSE_RS12580	1487	1145
gene-LSE_RS12585	LSE_RS12585	2000	1568
gene-LSE_RS12590	LSE_RS12590	1666	1302
gene-LSE_RS12595	LSE_RS12595	3064	2177
gene-LSE_RS12600	LSE_RS12600	2022	1405
gene-LSE_RS12605	LSE_RS12605	3368	2209
gene-LSE_RS12610	LSE_RS12610	927	926
gene-LSE_RS12615	LSE_RS12615	2145	1620
gene-LSE_RS12620	LSE_RS12620	977	429
gene-LSE_RS12625	fdhD	53	72
gene-LSE_RS12630	LSE_RS12630	32	43
gene-LSE_RS12635	fdhF	117	157
gene-LSE_RS12640	LSE_RS12640	493	360
gene-LSE_RS12645	mdrT	5534	2056
gene-LSE_RS12650	brtA	55938	16214
gene-LSE_RS12655	LSE_RS12655	11871	3876
gene-LSE_RS12660	LSE_RS12660	2818	1048
gene-LSE_RS12665	LSE_RS12665	1717	560
gene-LSE_RS12670	rrf	22	7
gene-LSE_RS12675	LSE_RS12675	2	0
gene-LSE_RS12680	LSE_RS12680	136	23
gene-LSE_RS12685	LSE_RS12685	0	0
gene-LSE_RS12690	LSE_RS12690	19	45
gene-LSE_RS12695	LSE_RS12695	893	274
gene-LSE_RS12700	LSE_RS12700	631	407
gene-LSE_RS12705	LSE_RS12705	1013	687
gene-LSE_RS12710	LSE_RS12710	350	222
gene-LSE_RS12715	LSE_RS12715	44	29
gene-LSE_RS12720	LSE_RS12720	522	284
gene-LSE_RS12730	LSE_RS12730	288	96
gene-LSE_RS12735	rpsI	71592	62966
gene-LSE_RS12740	rplM	105063	91063
gene-LSE_RS12745	truA	3500	5715
gene-LSE_RS12750	LSE_RS12750	3703	5496
gene-LSE_RS12755	LSE_RS12755	5911	5465
gene-LSE_RS12760	LSE_RS12760	6367	5423
gene-LSE_RS12765	LSE_RS12765	714	455
gene-LSE_RS12770	LSE_RS12770	713	313
gene-LSE_RS12775	LSE_RS12775	88751	152238
gene-LSE_RS12780	rplQ	63334	62357
gene-LSE_RS12785	LSE_RS12785	159222	160839
gene-LSE_RS12790	rpsK	83099	66570
gene-LSE_RS12795	rpsM	104664	70544
gene-LSE_RS12800	rpmJ	48441	35440
gene-LSE_RS12805	infA	55753	39830
gene-LSE_RS12810	LSE_RS12810	51554	33954
gene-LSE_RS12815	secY	139477	97525
gene-LSE_RS12820	rplO	70181	46486
gene-LSE_RS12825	rpmD	27141	22704
gene-LSE_RS12830	rpsE	91512	72258
gene-LSE_RS12835	rplR	70403	60391
gene-LSE_RS12840	rplF	95212	79599
gene-LSE_RS12845	rpsH	74519	64530
gene-LSE_RS12850	LSE_RS12850	53897	50008
gene-LSE_RS12855	rplE	82390	71924
gene-LSE_RS12860	rplX	90997	65388
gene-LSE_RS12865	rplN	74726	56823
gene-LSE_RS12870	rpsQ	61283	48921
gene-LSE_RS12875	rpmC	60026	50537
gene-LSE_RS12880	rplP	96057	68828
gene-LSE_RS12885	rpsC	166559	128622
gene-LSE_RS12890	rplV	111003	91366
gene-LSE_RS12895	rpsS	78334	72178
gene-LSE_RS12900	rplB	185143	164439
gene-LSE_RS12905	rplW	80208	72842
gene-LSE_RS12910	rplD	111569	110083
gene-LSE_RS12915	rplC	190369	153672
gene-LSE_RS12920	rpsJ	99687	69581
gene-LSE_RS12925	LSE_RS12925	7014	5691
gene-LSE_RS12930	menA	5645	4083
gene-LSE_RS12935	LSE_RS12935	9848	6308
gene-LSE_RS12940	LSE_RS12940	54919	53025
gene-LSE_RS12945	LSE_RS12945	68563	91236
gene-LSE_RS12950	eetA	6137	6511
gene-LSE_RS12955	eetB	6093	6267
gene-LSE_RS12960	LSE_RS12960	8625	8954
gene-LSE_RS12965	LSE_RS12965	3777	3919
gene-LSE_RS12970	LSE_RS12970	704	499
gene-LSE_RS12975	LSE_RS12975	183	345
gene-LSE_RS12980	LSE_RS12980	161	345
gene-LSE_RS12985	LSE_RS12985	140	291
gene-LSE_RS12990	LSE_RS12990	367	465
gene-LSE_RS12995	LSE_RS12995	861	1247
gene-LSE_RS13000	LSE_RS13000	354	347
gene-LSE_RS13005	LSE_RS13005	339	367
gene-LSE_RS13010	LSE_RS13010	5926	2771
gene-LSE_RS13015	tuf	307590	455674
gene-LSE_RS13020	fusA	544708	678490
gene-LSE_RS13025	rpsG	144129	181027
gene-LSE_RS13030	rpsL	139439	152865
gene-LSE_RS13035	LSE_RS13035	8425	5455
gene-LSE_RS13040	LSE_RS13040	2642	1435
gene-LSE_RS13045	rpe	106	118
gene-LSE_RS13050	tkt	397	376
gene-LSE_RS13055	LSE_RS13055	155	130
gene-LSE_RS13060	rpiB	103	75
gene-LSE_RS13065	LSE_RS13065	493	273
gene-LSE_RS13070	LSE_RS13070	629	421
gene-LSE_RS13075	LSE_RS13075	905	685
gene-LSE_RS13080	LSE_RS13080	424	268
gene-LSE_RS13085	LSE_RS13085	648	506
gene-LSE_RS13090	LSE_RS13090	2042	1397
gene-LSE_RS13095	LSE_RS13095	725	603
gene-LSE_RS13100	LSE_RS13100	975	582
gene-LSE_RS13105	LSE_RS13105	1148	697
gene-LSE_RS13110	LSE_RS13110	2329	1459
gene-LSE_RS13115	LSE_RS13115	3326	2275
gene-LSE_RS13120	rpiB	3195	1803
gene-LSE_RS13125	LSE_RS13125	359	224
gene-LSE_RS13130	LSE_RS13130	406	237
gene-LSE_RS13135	LSE_RS13135	1504	554
gene-LSE_RS13140	LSE_RS13140	6003	2222
gene-LSE_RS13145	LSE_RS13145	3298	2485
gene-LSE_RS13150	LSE_RS13150	1153	1116
gene-LSE_RS13155	LSE_RS13155	2879	2327
gene-LSE_RS13160	kdpC	712	554
gene-LSE_RS13165	kdpB	121	117
gene-LSE_RS13170	kdpA	112	108
gene-LSE_RS13175	LSE_RS13175	16	15
gene-LSE_RS13180	LSE_RS13180	1222	797
gene-LSE_RS13185	LSE_RS13185	5152	4231
gene-LSE_RS13190	LSE_RS13190	724	615
gene-LSE_RS13195	LSE_RS13195	1250	1510
gene-LSE_RS13200	LSE_RS13200	1262	1479
gene-LSE_RS13205	mgtA	3361	2317
gene-LSE_RS13215	LSE_RS13215	808	610
gene-LSE_RS13220	LSE_RS13220	12061	7304
gene-LSE_RS13225	LSE_RS13225	7543	3854
gene-LSE_RS13230	tmk	2222	2051
gene-LSE_RS13235	LSE_RS13235	1353	855
gene-LSE_RS13240	dhaK	2143	1441
gene-LSE_RS13245	dhaL	1287	745
gene-LSE_RS13250	LSE_RS13250	553	311
gene-LSE_RS13255	LSE_RS13255	682	623
gene-LSE_RS13260	LSE_RS13260	651	325
gene-LSE_RS13265	LSE_RS13265	677	377
gene-LSE_RS13270	LSE_RS13270	2916	2039
gene-LSE_RS13275	LSE_RS13275	1860	980
gene-LSE_RS13280	LSE_RS13280	53	93
gene-LSE_RS13285	LSE_RS13285	233	271
gene-LSE_RS13290	LSE_RS13290	170	143
gene-LSE_RS13295	LSE_RS13295	565	441
gene-LSE_RS13300	LSE_RS13300	330	192
gene-LSE_RS13305	LSE_RS13305	88	66
gene-LSE_RS13310	LSE_RS13310	882	478
gene-LSE_RS13315	LSE_RS13315	3109	2363
gene-LSE_RS13320	recR	5982	5160
gene-LSE_RS13325	LSE_RS13325	6121	5285
gene-LSE_RS13330	dnaX	12768	8223
gene-LSE_RS13335	LSE_RS13335	3547	3256
gene-LSE_RS13340	LSE_RS13340	2283	1958
gene-LSE_RS13345	LSE_RS13345	2215	2002
gene-LSE_RS13350	LSE_RS13350	67	55
gene-LSE_RS13355	LSE_RS13355	3494	1532
gene-LSE_RS13365	LSE_RS13365	1794	932
gene-LSE_RS13370	LSE_RS13370	6756	3894
gene-LSE_RS13375	LSE_RS13375	3762	2558
gene-LSE_RS13380	cydC	14107	21233
gene-LSE_RS13385	cydD	21079	25415
gene-LSE_RS13390	cydB	29178	28326
gene-LSE_RS13395	LSE_RS13395	39960	25777
gene-LSE_RS13400	tadA	5703	2525
gene-LSE_RS13405	LSE_RS13405	15900	8508
gene-LSE_RS13410	LSE_RS13410	351	324
gene-LSE_RS13415	LSE_RS13415	1246	1080
gene-LSE_RS13420	LSE_RS13420	939	566
gene-LSE_RS13425	LSE_RS13425	828	379
gene-LSE_RS13430	LSE_RS13430	396	170
gene-LSE_RS13435	LSE_RS13435	804	485
gene-LSE_RS13440	LSE_RS13440	2298	1387
gene-LSE_RS13445	LSE_RS13445	3859	2571
gene-LSE_RS13450	LSE_RS13450	3018	1645
gene-LSE_RS13455	LSE_RS13455	3593	2166
gene-LSE_RS13460	LSE_RS13460	1191	770
gene-LSE_RS13465	LSE_RS13465	3900	1647
gene-LSE_RS13470	LSE_RS13470	3484	1563
gene-LSE_RS13475	LSE_RS13475	1760	873
gene-LSE_RS13480	LSE_RS13480	3026	3110
gene-LSE_RS13485	LSE_RS13485	2615	2859
gene-LSE_RS13490	LSE_RS13490	5462	5053
gene-LSE_RS13495	LSE_RS13495	12722	12340
gene-LSE_RS13500	LSE_RS13500	1346	929
gene-LSE_RS13505	LSE_RS13505	649	440
gene-LSE_RS13510	lde	1536	975
gene-LSE_RS13515	LSE_RS13515	1505	862
gene-LSE_RS13520	fsa	2416	1268
gene-LSE_RS13525	LSE_RS13525	2659	2249
gene-LSE_RS13530	LSE_RS13530	2944	1946
gene-LSE_RS13535	LSE_RS13535	7824	7244
gene-LSE_RS13540	serS	25877	20688
gene-LSE_RS13545	LSE_RS13545	2739	2171
gene-LSE_RS13550	LSE_RS13550	976	500
gene-LSE_RS13555	pabB	3112	1859
gene-LSE_RS13560	LSE_RS13560	14240	7619
gene-LSE_RS13565	LSE_RS13565	12795	8899
gene-LSE_RS13570	pbpD1	10034	6262
gene-LSE_RS13575	LSE_RS13575	3065	2145
gene-LSE_RS13580	LSE_RS13580	9050	10020
gene-LSE_RS13585	recQ	5503	6162
gene-LSE_RS13590	guaB	27143	21583
gene-LSE_RS13595	LSE_RS13595	3913	2739
gene-LSE_RS13600	LSE_RS13600	2806	2817
gene-LSE_RS13605	LSE_RS13605	12129	16195
gene-LSE_RS13610	LSE_RS13610	1319	2125
gene-LSE_RS13615	LSE_RS13615	3980	6822
gene-LSE_RS13620	LSE_RS13620	2334	4354
gene-LSE_RS13625	LSE_RS13625	827	1565
gene-LSE_RS13630	LSE_RS13630	1699	1867
gene-LSE_RS13635	LSE_RS13635	6277	6547
gene-LSE_RS13640	LSE_RS13640	2750	2320
gene-LSE_RS13645	LSE_RS13645	1729	1286
gene-LSE_RS13650	gshAB	18976	13165
gene-LSE_RS13655	LSE_RS13655	1133	1067
gene-LSE_RS13660	ychF	11321	10155
gene-LSE_RS13665	LSE_RS13665	22263	29320
gene-LSE_RS13670	LSE_RS13670	1780	2075
gene-LSE_RS13675	LSE_RS13675	6975	5581
gene-LSE_RS13680	LSE_RS13680	6721	4056
gene-LSE_RS13685	LSE_RS13685	5166	3249
gene-LSE_RS13690	LSE_RS13690	1111	722
gene-LSE_RS13695	noc	7145	3847
gene-LSE_RS13700	LSE_RS13700	1275	802
gene-LSE_RS13705	rsmG	3264	2002
gene-LSE_RS13710	LSE_RS13710	220	180
gene-LSE_RS13715	LSE_RS13715	404	223
gene-LSE_RS13720	LSE_RS13720	2616	1032
gene-LSE_RS13725	LSE_RS13725	1088	489
gene-LSE_RS13730	LSE_RS13730	746	340
gene-LSE_RS13735	LSE_RS13735	329	145
gene-LSE_RS13740	mnmG	23959	15680
gene-LSE_RS13745	mnmE	12956	6892
gene-LSE_RS13750	LSE_RS13750	352	232
gene-LSE_RS13755	LSE_RS13755	13718	9128
gene-LSE_RS13760	LSE_RS13760	2681	1593
gene-LSE_RS13765	LSE_RS13765	4379	2322
gene-LSE_RS13770	serC	3835	2004
gene-LSE_RS13775	LSE_RS13775	2075	976
gene-LSE_RS13780	LSE_RS13780	995	378
gene-LSE_RS13785	LSE_RS13785	4534	1279
gene-LSE_RS13790	LSE_RS13790	3576	2168
gene-LSE_RS13795	LSE_RS13795	1473	1008
gene-LSE_RS13800	pgmB	1625	1118
gene-LSE_RS13805	LSE_RS13805	3299	2176
gene-LSE_RS13810	LSE_RS13810	152	55
gene-LSE_RS13815	LSE_RS13815	2479	2257
gene-LSE_RS13820	LSE_RS13820	1610	1033
gene-LSE_RS13825	LSE_RS13825	2939	1048
gene-LSE_RS13830	LSE_RS13830	4259	3827
gene-LSE_RS13835	LSE_RS13835	20097	16492
gene-LSE_RS13840	yidC	26939	18915
gene-LSE_RS13845	rnpA	11396	5230
gene-LSE_RS13850	rpmH	20094	11059
gene-LSE_RS13855	LSE_RS13855	592	302
gene-LSE_RS13865	LSE_RS13865	194	130
gene-LSE_RS13895	LSE_RS13895	43	29
gene-LSE_RS13900	LSE_RS13900	13254	10143
gene-LSE_RS13905	LSE_RS13905	13274	6685
gene-LSE_RS13930	LSE_RS13930	23	26
gene-LSE_RS13935	LSE_RS13935	129	91
gene-LSE_RS13940	LSE_RS13940	17	19
gene-LSE_RS13945	LSE_RS13945	76	51
gene-LSE_RS13950	LSE_RS13950	59	29
gene-LSE_RS13960	LSE_RS13960	1824	2068
gene-LSE_RS13970	LSE_RS13970	7581	5676
gene-LSE_RS13980	LSE_RS13980	2598	2258
gene-LSE_RS13990	LSE_RS13990	413	419
gene-LSE_RS14000	LSE_RS14000	41050	22204
gene-LSE_RS14025	LSE_RS14025	3416	3555
gene-LSE_RS14080	LSE_RS14080	1434	471
gene-LSE_RS14095	LSE_RS14095	32	7
gene-LSE_RS14120	ssrS	43990	37896
gene-LSE_RS14130	LSE_RS14130	15	12
gene-LSE_RS14145	LSE_RS14145	3597	1646
gene-LSE_RS14170	rnpB	200219	239649
gene-LSE_RS14185	ssrA	197906	126752
gene-LSE_RS14200	ffs	378031	274717
gene-LSE_RS14210	LSE_RS14210	710	812
gene-LSE_RS14230	LSE_RS14230	97	170
gene-LSE_RS14255	LSE_RS14255	2521	1868
gene-LSE_RS14260	LSE_RS14260	1929	1221
gene-LSE_RS14265	LSE_RS14265	804	348
gene-LSE_RS14270	LSE_RS14270	739	284
gene-LSE_RS14275	LSE_RS14275	425	167
gene-LSE_RS14280	prli42	403	173
gene-LSE_RS14300	LSE_RS14300	3267	1824
gene-LSE_RS14305	LSE_RS14305	837	689
gene-LSE_RS14310	LSE_RS14310	1117	1417
gene-LSE_RS14315	LSE_RS14315	26	4
gene-LSE_RS14320	LSE_RS14320	411	209
gene-LSE_RS14325	LSE_RS14325	783	463
gene-LSE_RS14350	LSE_RS14350	92	102
gene-LSE_RS14355	LSE_RS14355	79	88
gene-LSE_RS14360	LSE_RS14360	8	6
gene-LSE_RS14365	LSE_RS14365	410	442
gene-LSE_RS14380	LSE_RS14380	3626	2153
gene-LSE_RS14395	LSE_RS14395	753	346
gene-LSE_RS14410	LSE_RS14410	25	28
gene-LSE_RS14420	LSE_RS14420	52	24
gene-LSE_RS14425	LSE_RS14425	1250	1644
gene-LSE_RS14435	LSE_RS14435	92	47
gene-LSE_RS14440	LSE_RS14440	182	104
gene-LSE_RS14450	LSE_RS14450	166	134
gene-LSE_RS14455	LSE_RS14455	4177	2457
gene-LSE_RS14470	LSE_RS14470	968	513
gene-LSE_RS14475	LSE_RS14475	988	236
gene-LSE_RS14480	LSE_RS14480	184	258
gene-LSE_RS14490	LSE_RS14490	28	24
gene-LSE_RS14495	tpiA	34945	68044
gene-LSE_RS14500	LSE_RS14500	54326	95472
#__no_feature		1254206	662038
#__ambiguous		2257006	1992494
#__too_low_aQual		451082	653692
#__not_aligned		1093920	1400817
#__alignment_not_unique		0	0
