GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene3339	nanK	9	8	4	242	239	158
gene334	yahB	88	79	135	163	155	210
gene3340	nanE	11	6	9	346	340	237
gene3341	nanT	19	26	13	1089	1005	672
gene3342	nanA	36	37	53	2564	2448	1410
gene3343	nanR	418	399	529	660	803	792
gene3344	dcuD	30	24	45	7	14	15
gene3345	sspB	758	617	880	949	1238	1152
gene3346	sspA	2389	2039	2456	2431	3408	3445
gene3347	rpsI	20349	14523	24253	6058	8119	10434
gene3348	rplM	14176	12310	15997	5847	7026	8767
gene3349	zapE	155	178	206	164	216	175
gene335	yahC	31	39	46	3	0	6
gene3350	yhcB	2882	3131	1076	1709	1897	1656
gene3351	degQ	160	109	193	210	171	150
gene3352	degS	744	664	730	445	459	652
gene3353	mdh	1162	902	1236	3694	5428	4008
gene3354	argR	220	182	301	145	140	193
gene3355	yhcN	2700	2866	3095	3188	3773	3678
gene3356	yhcO	23	23	14	44	31	8
gene3357	aaeB	134	160	123	61	81	57
gene3358	aaeA	79	69	61	26	32	20
gene3359	aaeX	26	36	37	3	14	10
gene336	yahD	61	61	47	7	13	8
gene3360	aaeR	158	125	137	316	439	328
gene3361	tldD	494	505	438	1384	1481	1499
gene3362	yhdP	578	539	538	1142	1297	1056
gene3363	rng	823	828	802	1169	1329	1435
gene3364	yhdE	244	226	305	358	384	341
gene3365	mreD	140	120	173	191	207	224
gene3366	mreC	603	535	511	786	909	819
gene3367	mreB	981	852	1118	1067	1256	1392
gene3368	csrD	532	493	550	336	388	398
gene3369	yhdH	65	67	72	646	554	577
gene337	yahE	49	44	48	6	7	8
gene3372	accB	1782	1674	1630	892	998	1132
gene3373	accC	4221	3554	4276	3508	3665	5145
gene3374	yhdT	69	52	47	34	36	49
gene3375	panF	230	202	207	144	152	201
gene3376	prmA	364	342	296	271	344	393
gene3377	dusB	7467	5941	8324	1647	1791	2456
gene3378	fis	2434	2183	2500	425	463	573
gene3379	yhdJ	196	145	140	15	20	15
gene338	yahF	76	138	81	10	11	9
gene3380	yhdU	42	52	64	9	16	37
gene3381	envR	94	99	100	4	0	0
gene3382	acrE	122	161	174	5	6	3
gene3383	acrF	131	132	118	56	82	57
gene3384	yhdV	31	22	27	13	22	28
gene3386	yhdX	18	17	20	11	24	7
gene3387	yhdY	7	10	10	9	14	4
gene3388	yhdZ	12	9	17	10	13	20
gene3389	rrfF	772	1507	2928	371	232	646
gene339	yahG	13	13	15	8	5	8
gene3390	thrV	22767	8609	39406	46749	54531	61379
gene3391	rrfD	32	27	106	25	18	19
gene3392	rrlD	116	190	135	187	295	291
gene3393	alaU	125	283	79	2	11	23
gene3394	ileU	2	0	1	0	0	0
gene3395	rrsD	11	14	16	22	19	15
gene3396	yrdA	1935	2014	772	1033	968	916
gene3397	yrdB	191	155	210	160	197	206
gene3398	aroE	256	244	279	380	462	445
gene3399	tsaC	190	242	207	436	458	432
gene34	caiF	11	17	28	31	23	22
gene340	yahH	2	4	10	0	2	1
gene3400	yrdD	1158	1386	1574	3226	2676	2588
gene3401	smg	404	336	446	943	1202	904
gene3402	smf	202	153	211	430	565	438
gene3403	def	1081	968	1204	1631	1774	1630
gene3404	fmt	951	893	938	1092	1368	1133
gene3405	rsmB	384	349	317	485	494	409
gene3406	trkA	194	163	206	340	339	314
gene3407	mscL	235	270	311	411	400	285
gene3408	arfA	246	206	281	52	75	63
gene3409	zntR	238	212	226	67	88	60
gene341	yahI	17	29	27	14	6	11
gene3410	yhdN	198	196	174	57	66	57
gene3411	rplQ	38888	29419	35678	11643	13849	14044
gene3412	rpoA	75299	58685	52160	28201	35699	32331
gene3413	rpsD	39416	35681	25974	14063	18246	15652
gene3414	rpsK	36496	34029	27603	13650	16365	14238
gene3415	rpsM	20605	21174	19484	12182	13371	14564
gene3416	rpmJ	4106	4380	5728	3951	3821	3686
gene3417	secY	34363	28308	37534	32781	42542	46236
gene3418	rplO	18769	16155	14941	9316	12360	10816
gene3419	rpmD	5641	4646	5395	4092	4809	4193
gene342	yahJ	64	67	80	117	129	106
gene3420	rpsE	19315	15066	17667	9524	11715	9271
gene3421	rplR	18766	14270	14553	10502	13576	11269
gene3422	rplF	22413	16808	18447	11863	14238	11036
gene3423	rpsH	28750	25486	17896	10891	11346	9491
gene3424	rpsN	21820	21401	18097	13239	15981	16027
gene3425	rplE	65714	54876	49627	31181	38010	37373
gene3426	rplX	24842	24568	17959	12019	12612	12525
gene3427	rplN	29524	22631	30657	16712	19073	21942
gene3428	rpsQ	54876	43938	66607	23148	24232	31982
gene3429	rpmC	34414	28168	27557	13895	16115	20345
gene343	yahK	36	63	41	225	109	63
gene3430	rplP	58043	45860	23563	19427	17328	21808
gene3431	rpsC	58936	49660	44653	31696	38418	43793
gene3432	rplV	60737	49682	37023	23627	26581	29754
gene3433	rpsS	13976	12179	11270	5554	7134	5847
gene3434	rplB	21348	16727	16943	11835	14648	13301
gene3435	rplW	20673	19113	11746	7430	8906	8180
gene3436	rplD	34351	28179	25660	17298	22060	21221
gene3437	rplC	32267	25946	24755	13520	17064	19256
gene3438	rpsJ	28065	24144	24535	12209	13975	19424
gene3439	gspB	65	92	78	15	13	13
gene344	yahL	197	225	359	7	8	5
gene3440	gspA	296	358	342	7	10	3
gene3441	gspC	364	417	462	9	7	2
gene3442	gspD	351	323	387	23	22	17
gene3443	gspE	46	55	44	5	9	6
gene3444	gspF	24	38	28	11	11	18
gene3445	gspG	8	6	8	2	6	3
gene3446	gspH	3	12	3	2	3	4
gene3447	gspI	2	5	6	2	3	1
gene3448	gspJ	2	1	5	2	0	1
gene3449	gspK	12	9	10	7	4	1
gene345	yahM	231	240	271	60	60	81
gene3450	gspL	32	29	41	45	56	31
gene3451	gspM	2	9	9	8	7	6
gene3452	gspO	24	22	30	20	50	36
gene3453	bfr	434	475	488	365	186	159
gene3454	bfd	229	238	259	45	77	60
gene3455	chiA	457	407	382	143	121	137
gene3456	tufA	15874	16882	12017	24086	30077	31775
gene3457	fusA	69988	55728	56546	50236	64655	58659
gene3458	rpsG	34073	26381	32566	18114	20125	23912
gene3459	rpsL	6587	5036	7960	5422	6428	8178
gene346	yahN	11	10	5	84	78	96
gene3460	tusB	133	123	160	121	210	109
gene3461	tusC	78	72	83	115	157	102
gene3462	tusD	82	63	47	118	148	121
gene3463	yheO	284	264	284	303	476	394
gene3464	fkpA	1515	1348	1554	2342	3263	3667
gene3465	slyX	164	138	213	34	27	46
gene3466	slyD	2031	1773	1930	2092	2481	2585
gene3467	yheV	36	34	30	75	77	59
gene3468	kefB	135	117	120	123	173	136
gene3469	kefG	43	40	55	61	80	60
gene347	yahO	100	119	94	215	86	55
gene3470	yheS	573	562	478	408	561	510
gene3471	yheT	142	98	89	195	236	208
gene3472	yheU	55	38	43	66	90	63
gene3473	prkB	71	74	101	149	202	155
gene3474	yhfA	131	120	150	433	454	578
gene3475	crp	2761	2112	2973	5388	6640	7574
gene3476	yhfK	714	575	1095	1628	1937	1916
gene3477	argD	85	78	100	42	53	64
gene3478	pabA	44	48	54	61	54	46
gene3479	fic	25	18	32	152	88	65
gene348	prpR	5	12	14	4	4	8
gene3480	yhfG	17	17	15	116	80	54
gene3481	ppiA	80	63	82	216	242	242
gene3482	tsgA	467	445	527	110	111	93
gene3483	nirB	102	77	86	18283	18791	12835
gene3484	nirD	9	3	8	1634	1520	1275
gene3485	nirC	27	37	46	1249	1289	1042
gene3486	cysG	191	179	275	1574	1400	1269
gene3487	yhfL	145	167	265	85	77	76
gene3488	frlA	4	6	4	11	19	8
gene3489	frlB	14	15	21	45	62	33
gene349	prpB	11	18	16	5	1	4
gene3490	frlC	6	13	18	17	28	15
gene3491	frlD	16	28	10	19	25	20
gene3492	frlR	69	90	99	94	132	113
gene3493	yhfS	14	17	25	25	19	14
gene3494	yhfT	21	13	30	21	21	27
gene3495	yhfU	8	8	17	9	7	11
gene3496	php	8	4	9	10	5	5
gene3497	yhfW	117	62	329	312	495	898
gene3498	yhfX	5	0	5	8	6	19
gene3499	yhfY	10	17	11	21	18	52
gene35	caiE	22	24	31	31	26	40
gene350	prpC	18	14	10	5	3	2
gene3500	yhfZ	27	28	26	46	33	79
gene3501	trpS	331	280	405	841	908	823
gene3502	gph	102	84	101	340	334	267
gene3503	rpe	247	193	240	489	459	404
gene3504	dam	200	198	221	372	306	354
gene3505	damX	1529	1251	1371	1859	2148	2164
gene3506	aroB	1109	988	1131	1049	1287	1367
gene3507	aroK	1266	1189	1207	1154	1273	1293
gene3508	hofQ	16	20	9	12	12	4
gene3509	hofP	9	15	4	3	2	0
gene351	prpD	7	10	7	2	6	5
gene3510	hofO	5	6	3	3	2	0
gene3511	hofN	8	2	7	1	5	5
gene3512	hofM	12	7	7	10	18	7
gene3513	mrcA	370	293	431	195	232	313
gene3514	nudE	1857	1757	1701	510	556	702
gene3515	igaA	1633	1662	1617	552	592	846
gene3516	yrfG	370	239	431	234	478	349
gene3517	hslR	206	153	139	134	288	148
gene3518	hslO	639	557	426	390	681	502
gene3519	yhgE	170	192	136	134	175	172
gene352	prpE	7	14	15	16	19	16
gene3520	pck	1277	1185	1171	4098	4446	5245
gene3521	envZ	178	180	232	889	999	1048
gene3522	ompR	228	164	199	963	1223	1093
gene3523	greB	76	84	94	100	114	93
gene3524	yhgF	298	301	316	601	755	714
gene3525	feoA	86	85	119	213	476	307
gene3526	feoB	622	597	572	5663	12402	8764
gene3527	feoC	49	51	65	894	1649	1176
gene3528	rpnA	39	35	47	56	111	79
gene3529	bioH	111	137	132	99	115	109
gene353	codB	214	188	287	50	26	36
gene3530	yhgH	97	60	127	205	298	275
gene3531	nfuA	852	694	797	435	845	668
gene3532	gntT	83	90	104	882	1140	2017
gene3533	malQ	76	76	62	682	3036	4918
gene3534	malP	84	90	47	1140	4487	6027
gene3535	malT	254	195	252	5090	5673	8294
gene3536	rtcA	11	11	8	11	18	31
gene3537	rtcB	71	76	64	57	33	28
gene3538	rtcR	13	14	18	16	29	16
gene354	codA	104	100	81	85	134	121
gene3540	glpG	206	178	190	122	159	181
gene3541	glpE	172	136	174	47	56	80
gene3542	glpD	2150	2014	1835	6838	8368	10361
gene3543	yzgL	19	20	16	11	8	5
gene3544	glgP	490	431	393	2477	1671	1174
gene3545	glgA	68	68	76	831	670	351
gene3546	glgC	107	115	105	1061	897	552
gene3547	glgX	80	83	93	980	781	502
gene3548	glgB	293	286	284	1621	1513	880
gene3549	asd	307	238	311	1427	1369	929
gene355	cynR	28	40	46	21	37	37
gene3550	yhgN	93	49	81	45	41	35
gene3551	gntU	25	39	37	541	954	1235
gene3552	gntK	101	84	93	919	1195	1628
gene3553	gntR	602	563	582	867	1025	1109
gene3554	yhhW	724	584	469	142	205	120
gene3555	yhhX	1265	917	981	274	427	299
gene3556	ryhB	813	644	1377	495	708	713
gene3557	yhhY	83	76	34	72	110	85
gene3558	yhhZ	77	65	86	6	4	2
gene356	cynT	2	5	7	3	1	1
gene3560	insA-6	0	0	0	0	0	0
gene3561	insB-6	2	3	3	1	1	0
gene3562	yrhD	77	93	128	12	4	0
gene3563	yrhB	149	143	156	8	10	3
gene3564	ggt	21	18	27	79	44	27
gene3565	yhhA	75	57	96	538	359	284
gene3566	ugpQ	34	22	34	69	79	96
gene3567	ugpC	11	4	21	37	33	29
gene3568	ugpE	3	6	4	10	9	11
gene3569	ugpA	4	18	5	2	7	7
gene357	cynS	12	4	9	10	10	6
gene3570	ugpB	27	19	33	13	15	12
gene3571	livF	6	9	14	17	14	14
gene3572	livG	17	19	15	14	23	26
gene3573	livM	50	42	52	33	49	51
gene3574	livH	14	14	34	10	23	15
gene3575	livK	85	97	105	32	44	40
gene3576	panZ	44	47	43	74	89	77
gene3577	livJ	88	89	122	13	13	17
gene3578	rpoH	8986	6840	9539	9721	13620	16929
gene3579	ftsX	394	331	394	633	793	744
gene358	cynX	11	11	10	17	23	24
gene3580	ftsE	378	322	456	523	672	585
gene3581	ftsY	1027	939	924	770	962	911
gene3582	rsmD	81	92	86	103	125	105
gene3583	yhhL	68	82	77	70	87	57
gene3584	yhhM	22	24	34	36	33	32
gene3585	yhhN	269	211	251	367	474	510
gene3586	zntA	1667	1353	1814	3222	3478	3340
gene3587	tusA	111	122	141	31	29	23
gene3588	yhhQ	741	809	866	208	266	237
gene3589	dcrB	641	573	621	765	863	771
gene359	lacA	22	35	29	22	14	19
gene3590	yhhS	114	112	106	147	156	164
gene3591	yhhT	12	27	23	70	33	20
gene3592	acpT	187	146	190	149	198	225
gene3593	nikA	67	32	42	413	435	377
gene3594	nikB	6	11	9	568	578	598
gene3595	nikC	1	3	0	473	440	566
gene3596	nikD	6	3	9	442	427	475
gene3597	nikE	44	42	32	883	735	1025
gene3598	nikR	19	30	27	243	221	328
gene3599	rhsB	30	23	53	36	17	23
gene36	caiD	17	12	19	8	18	16
gene360	lacY	31	19	34	22	21	33
gene3600	yhhH	114	103	148	12	1	10
gene3602	yhhI	255	338	320	14	12	8
gene3603	yhhJ	52	28	59	136	107	76
gene3604	rbbA	451	384	416	541	546	494
gene3605	yhiI	551	476	450	308	371	455
gene3606	yhiJ	236	277	299	34	17	17
gene3608	yhiM	262	290	321	12	10	19
gene3609	yhiN	346	284	327	147	130	142
gene361	lacZ	20	11	8	95	91	122
gene3610	pitA	1032	884	1266	937	954	1355
gene3611	uspB	1	3	12	109	50	28
gene3612	uspA	1567	1574	1930	3023	3627	2829
gene3613	dtpB	215	229	229	883	871	1305
gene3614	rsmJ	44	40	44	129	236	141
gene3615	prlC	355	270	352	1083	1845	893
gene3616	rlmJ	148	117	147	296	381	256
gene3617	gor	351	448	241	567	481	433
gene3618	dinQ	478	397	814	535	511	513
gene3619	agrA	67	53	149	34	40	27
gene362	lacI	65	53	53	40	54	74
gene3620	agrB	204	165	297	99	94	93
gene3621	arsR	65	81	89	10	13	17
gene3622	arsB	56	85	116	35	34	40
gene3623	arsC	24	32	36	14	31	24
gene3625	insH-11	6	13	8	0	2	3
gene3626	slp	163	179	255	36	23	17
gene3627	dctR	79	63	118	4	4	3
gene3628	yhiD	37	44	31	6	2	2
gene3629	hdeB	53	66	61	82	37	27
gene363	mhpR	53	43	49	33	33	44
gene3630	hdeA	64	73	81	127	67	55
gene3631	hdeD	77	63	113	59	68	65
gene3632	arrS	39	56	45	17	2	4
gene3633	gadE	42	58	70	15	17	8
gene3634	gadF	23	42	34	40	28	30
gene3635	mdtE	9	13	17	6	10	8
gene3636	mdtF	56	56	88	52	52	49
gene3637	gadW	586	655	858	89	84	42
gene3638	gadY	131	107	219	306	220	175
gene3639	gadX	1390	1298	2148	52	55	56
gene364	mhpA	5	9	7	3	2	5
gene3640	gadA	24	29	51	15	7	7
gene3641	ccp	61	57	83	148	113	102
gene3642	treF	64	77	114	175	143	79
gene3643	yhjB	64	49	26	18	7	7
gene3644	yhjC	69	83	86	21	34	44
gene3645	yhjD	111	127	138	316	223	146
gene3646	yhjE	13	10	11	14	24	15
gene3647	yhjG	730	585	570	1446	1458	1436
gene3648	pdeH	691	571	631	1437	1575	1810
gene3649	kdgK	264	314	245	619	587	885
gene365	mhpB	4	8	7	15	20	16
gene3650	yhjJ	209	205	250	278	342	417
gene3651	dctA	127	162	124	383	657	2055
gene3652	pdeK	245	196	206	325	369	478
gene3653	bcsC	185	173	169	327	281	229
gene3654	bcsZ	29	39	36	21	18	16
gene3655	bcsB	328	423	183	88	95	72
gene3656	bcsA	331	321	366	66	73	85
gene3658	yhjR	266	466	284	90	93	61
gene3659	bcsE	497	513	656	459	696	504
gene366	mhpC	6	8	4	6	13	7
gene3660	bcsF	49	55	71	86	129	66
gene3661	bcsG	98	88	98	294	372	266
gene3662	ldrD	127	89	246	141	142	205
gene3663	rdlD	18	17	29	57	28	46
gene3664	yhjV	379	401	465	159	160	223
gene3665	dppF	20	15	34	19	21	37
gene3666	dppD	15	12	20	29	20	28
gene3667	dppC	27	27	31	21	24	29
gene3668	dppB	32	31	31	9	14	17
gene3669	dppA	421	381	359	292	246	212
gene367	mhpD	5	3	5	7	13	10
gene3670	proK	47369	38525	76161	29631	14921	17537
gene3671	eptB	354	326	397	457	669	1217
gene3672	yhjX	23	27	39	318	6003	20586
gene3673	yhjY	35	42	41	53	40	42
gene3674	tag	50	43	59	75	94	68
gene3675	yiaC	33	25	25	46	50	60
gene3676	bisC	161	129	184	188	287	253
gene3677	yiaD	187	173	186	140	209	184
gene3678	ghrB	226	167	178	307	362	313
gene3679	yiaF	458	328	514	866	893	1072
gene368	mhpF	5	1	8	15	13	9
gene3680	yiaG	31	30	39	190	76	50
gene3681	cspA	140974	130346	207258	121768	151408	209283
gene3683	hokA	7	1	1	0	3	1
gene3684	insJ	1843	1670	1002	92	80	107
gene3685	insK	856	796	855	82	80	109
gene3687	glyS	1912	1484	2026	4011	4410	4916
gene3688	glyQ	685	615	680	1053	1217	1167
gene3689	ysaB	69	63	117	6	17	17
gene369	mhpE	12	11	13	18	25	12
gene3690	wecH	70	67	72	39	58	43
gene3691	yiaA	65	60	103	14	25	29
gene3692	yiaB	31	36	40	1	7	6
gene3693	xylB	37	62	51	46	62	43
gene3694	xylA	69	76	64	107	82	53
gene3695	xylF	43	50	48	10	5	14
gene3696	xylG	28	50	55	13	7	13
gene3697	xylH	27	29	26	25	32	33
gene3698	xylR	97	94	71	61	50	70
gene3699	bax	2170	2143	3382	1430	1754	1954
gene37	caiC	42	40	36	20	29	34
gene370	mhpT	4	6	7	23	13	17
gene3700	malS	45	18	33	21	88	704
gene3701	avtA	413	400	399	230	325	368
gene3702	ysaA	38	21	28	341	426	395
gene3703	yiaJ	86	66	84	110	128	90
gene3704	yiaK	8	2	8	5	9	10
gene3705	yiaL	7	0	5	0	1	1
gene3706	yiaM	36	57	47	1	0	3
gene3707	yiaN	14	32	42	1	3	11
gene3708	yiaO	16	31	18	2	7	8
gene3709	lyxK	52	76	70	142	75	118
gene371	yaiL	58	56	88	88	107	90
gene3710	sgbH	1	2	5	2	3	7
gene3711	sgbU	3	4	2	4	11	8
gene3712	sgbE	6	10	8	16	13	11
gene3715	yiaT	41	88	88	7	10	3
gene3716	yiaU	534	605	980	139	99	74
gene3717	yiaV	70	95	91	7	8	6
gene3718	yiaW	56	72	71	4	3	2
gene3719	aldB	8	5	14	77	44	32
gene372	frmB	818	789	689	263	262	267
gene3720	yiaY	17	11	18	7	4	5
gene3721	selB	131	82	109	672	769	711
gene3722	selA	70	63	83	481	669	579
gene3723	yibF	124	122	142	191	221	229
gene3724	rhsA	32	31	46	17	25	14
gene3725	yibA	301	429	583	58	59	57
gene3727	yibG	270	348	342	7	4	0
gene373	frmA	1624	1425	1599	603	656	584
gene3730	yibV	249	338	577	6	4	2
gene3732	yibH	10	21	17	29	9	15
gene3733	yibI	13	18	27	19	9	9
gene3734	mtlA	95	76	154	219	236	258
gene3735	mtlD	339	297	343	396	363	343
gene3736	mtlR	924	808	827	502	351	446
gene3737	yibT	39	43	55	100	88	69
gene3738	yibL	159	141	176	173	215	152
gene3739	lldP	169	146	183	117	379	461
gene374	frmR	1144	1270	927	340	430	464
gene3740	lldR	41	27	41	58	214	247
gene3741	lldD	43	42	52	172	706	537
gene3742	trmL	50	54	75	20	36	28
gene3743	cysE	309	273	362	735	885	1148
gene3744	gpsA	1294	1330	1737	8510	8438	15097
gene3745	secB	961	977	1138	6509	6873	12396
gene3746	grxC	254	224	263	954	1021	1353
gene3747	yibN	291	241	423	297	393	606
gene3748	gpmM	482	363	454	5718	5704	4819
gene3749	envC	321	229	338	370	476	393
gene375	yaiO	78	123	132	51	70	49
gene3750	yibQ	128	145	155	207	276	280
gene3751	waaH	402	463	387	32	28	29
gene3752	tdh	1229	1186	1290	1676	1649	2234
gene3753	kbl	800	897	701	1178	1166	1495
gene3754	htrL	1641	2035	2347	334	327	322
gene3755	rfaD	1483	1410	1450	1875	2275	2359
gene3756	waaF	291	328	309	608	762	664
gene3757	waaC	133	181	154	231	330	303
gene3758	waaL	126	144	186	168	151	193
gene3759	waaU	201	284	280	334	261	232
gene3760	waaZ	298	377	486	352	375	420
gene3761	waaY	222	246	340	180	160	167
gene3762	waaJ	316	439	482	315	333	329
gene3763	waaO	328	414	471	348	388	379
gene3764	waaB	579	527	741	399	483	522
gene3765	waaS	422	610	622	385	276	288
gene3766	waaP	313	350	351	206	214	232
gene3767	waaG	368	338	365	183	234	223
gene3768	waaQ	205	232	240	143	212	177
gene3769	waaA	446	358	435	231	290	429
gene377	insC-1	0	0	0	0	0	0
gene3770	coaD	90	98	94	70	90	140
gene3771	mutM	158	153	90	28	66	32
gene3772	rpmG	4024	2876	7342	1165	1068	1305
gene3773	rpmB	6293	5405	8226	3508	4708	6488
gene3774	yicR	280	274	353	311	371	416
gene3775	dfp	418	318	410	223	307	315
gene3776	dut	528	428	572	346	435	494
gene3777	slmA	246	227	234	103	145	196
gene3778	pyrE	68	56	79	83	95	109
gene3779	rph	430	306	480	134	129	227
gene378	insD-1	0	0	3	1	0	0
gene3780	yicC	384	353	393	531	638	801
gene3781	dinD	279	269	332	349	327	338
gene3782	yicG	34	51	68	144	170	187
gene3783	ligB	20	23	25	12	19	33
gene3784	gmk	821	769	974	1022	1217	1241
gene3785	rpoZ	1705	1548	1633	1079	1255	1110
gene3786	spoT	2539	2288	2661	1666	1845	1977
gene3787	trmH	283	273	284	301	352	296
gene3788	recG	414	297	311	376	464	415
gene3789	gltS	506	522	635	184	187	171
gene379	yaiP	246	245	245	11	10	16
gene3790	xanP	81	76	77	11	25	19
gene3791	yicH	141	120	153	242	309	264
gene3792	yicI	56	36	47	69	87	85
gene3793	yicJ	44	31	13	14	11	20
gene3794	selC	12237	7947	21767	15139	13029	14710
gene3796	setC	258	230	353	34	10	26
gene3797	yicL	122	112	118	91	116	120
gene3798	nlpA	94	83	119	103	159	100
gene3799	yicS	34	31	49	14	12	16
gene38	caiB	61	22	32	33	36	30
gene380	ykiC	5	10	2	0	0	0
gene3800	nepI	178	150	206	57	104	73
gene3801	yicN	131	85	122	139	149	153
gene3802	adeQ	64	71	93	9	11	13
gene3803	adeD	542	548	515	103	89	144
gene3804	uhpT	78	49	95	279	253	253
gene3805	uhpC	94	65	130	56	75	74
gene3806	uhpB	197	194	208	114	127	169
gene3807	uhpA	295	285	351	171	175	207
gene3808	ilvN	38	35	31	79	95	128
gene3809	ilvB	92	59	60	122	138	203
gene381	yaiS	271	339	346	5	6	3
gene3810	ivbL	106	138	282	762	790	1091
gene3811	istR	91	42	181	129	81	69
gene3812	tisB	243	210	276	136	152	158
gene3813	emrD	219	187	289	250	239	400
gene3814	yidF	40	38	46	462	562	723
gene3815	yidG	22	23	42	254	371	369
gene3816	yidH	18	25	34	28	27	27
gene3817	yidI	31	37	35	41	35	16
gene3818	yidJ	29	17	23	16	21	19
gene3819	yidK	25	42	28	6	13	9
gene382	tauA	114	131	95	2	2	9
gene3820	yidL	122	137	163	18	20	24
gene3822	glvG	13	18	24	22	24	17
gene3823	glvB	2	1	4	3	4	1
gene3824	glvC	3	2	4	3	2	2
gene3825	yidP	9	12	11	3	10	10
gene3826	yidE	164	174	178	301	322	450
gene3827	ibpB	65	62	99	74	199	72
gene3828	ibpA	261	240	232	187	408	270
gene3829	yidQ	63	86	117	364	337	493
gene383	tauB	54	42	38	6	4	3
gene3830	yidR	32	29	30	68	96	94
gene3831	cbrA	46	42	47	23	11	12
gene3832	dgoT	10	14	17	10	16	8
gene3833	dgoD	12	11	28	33	25	40
gene3834	dgoA	11	5	4	24	15	28
gene3835	dgoK	22	10	43	69	64	111
gene3836	dgoR	76	75	81	151	184	269
gene3837	yidX	61	56	98	19	31	24
gene3838	yidA	123	70	118	319	443	364
gene3839	yidB	173	208	148	86	86	109
gene384	tauC	41	41	49	8	10	7
gene3840	gyrB	2120	1889	2179	4636	5211	5542
gene3841	recF	536	509	537	587	706	776
gene3842	dnaN	1717	1664	1524	1713	1515	1970
gene3843	dnaA	1824	1650	1716	1521	1587	1818
gene3844	ysdD	12	22	26	12	10	9
gene3845	rpmH	11488	10642	16447	2956	4364	5437
gene3846	rnpA	3398	2996	2912	914	1702	1999
gene3847	yidD	763	617	723	289	395	425
gene3848	yidC	5445	4102	5059	2231	2771	3784
gene3849	mnmE	421	396	373	286	318	317
gene385	tauD	18	25	33	7	6	17
gene3850	tnaC	3	13	23	387	2431	1676
gene3851	tnaA	56	64	45	2147	17643	13660
gene3852	tnaB	32	23	34	184	669	1475
gene3853	mdtL	48	36	52	37	70	80
gene3854	yidZ	94	76	93	87	134	131
gene3855	yieE	323	268	271	1617	2193	1802
gene3856	yieF	92	73	92	407	477	440
gene3857	adeP	493	476	585	157	160	207
gene3858	yieH	78	95	105	35	77	66
gene3859	cbrB	134	175	132	32	41	45
gene386	hemB	454	333	474	731	885	985
gene3860	cbrC	151	146	175	59	68	64
gene3861	yieK	4	9	14	1	11	9
gene3862	yieL	65	65	64	22	15	21
gene3863	bglH	85	81	111	6	10	15
gene3864	bglB	13	10	19	4	7	6
gene3865	bglF	5	9	9	5	9	5
gene3866	bglG	129	110	190	3	4	4
gene3867	phoU	286	268	357	241	333	231
gene3868	pstB	498	462	517	279	453	253
gene3869	pstA	370	332	436	142	248	142
gene3870	pstC	597	504	553	111	165	129
gene3871	pstS	1311	1081	1214	210	217	185
gene3872	glmS	1103	1231	1158	2280	2813	2081
gene3873	glmU	751	865	653	1220	1297	1147
gene3874	atpC	1352	1022	1513	2149	2438	2642
gene3875	atpD	4737	4123	2847	6911	8861	7864
gene3876	atpG	2585	2407	2232	4806	5677	6317
gene3877	atpA	4575	3658	4741	7624	10385	11846
gene3878	atpH	1233	1140	1422	2039	2530	2784
gene3879	atpF	1383	1270	1645	2401	2850	2874
gene388	insF-2	16	5	8	1	4	1
gene3880	atpE	3389	3418	3816	3300	4330	4593
gene3881	atpB	3145	2826	3596	2832	3944	4017
gene3882	atpI	1178	1032	1508	602	682	975
gene3883	rsmG	300	250	325	103	134	173
gene3884	mnmG	4680	4685	4585	1359	1498	1700
gene3885	mioC	2362	2073	2324	589	720	868
gene3886	asnC	130	124	164	78	151	110
gene3887	asnA	187	170	199	150	231	227
gene3888	viaA	109	109	136	1046	1028	778
gene3889	ravA	81	81	81	1022	1117	689
gene389	insE-2	4	1	5	5	4	4
gene3890	kup	267	264	348	231	222	266
gene3891	rbsD	93	125	178	898	826	1403
gene3892	rbsA	101	105	96	1654	1209	2222
gene3893	rbsC	85	83	98	1153	1273	2829
gene3894	rbsB	139	116	153	1209	1608	3197
gene3895	rbsK	132	100	107	304	357	797
gene3896	rbsR	145	136	94	347	321	876
gene3897	hsrA	164	149	178	569	708	478
gene3898	yieP	250	161	224	1032	1235	924
gene3899	rrsC	50	87	44	18	41	12
gene39	caiA	134	128	184	209	224	292
gene390	iprA	60	82	108	3	9	7
gene3900	gltU	3670	4985	7159	605	982	1467
gene3901	rrlC	104	96	163	133	97	94
gene3902	rrfC	14	34	55	10	12	12
gene3903	aspT	848	1203	1175	660	866	1066
gene3904	trpT	30819	17039	65084	29485	18017	22968
gene3905	hdfR	56	63	74	151	184	189
gene3906	maoP	1734	1899	2318	1558	1094	1736
gene3907	yifB	27	23	47	41	47	45
gene3908	ilvL	1123	1115	2181	824	1087	1192
gene3909	ilvX	45	33	50	25	16	16
gene391	ampH	80	69	131	271	444	379
gene3911	ilvM	72	83	75	43	43	37
gene3912	ilvE	101	119	112	139	145	119
gene3913	ilvD	122	118	116	163	247	143
gene3914	ilvA	118	115	113	205	246	195
gene3915	ilvY	110	125	124	207	258	234
gene3916	ilvC	81	71	89	248	311	234
gene3917	ppiC	285	218	353	110	181	163
gene3919	rep	339	285	310	216	267	301
gene392	sbmA	130	93	111	236	362	278
